"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2014",19.675,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2014",15.141,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2014",24.511,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2013",19.07,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2013",14.376,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2013",23.999,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2012",18.406,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2012",13.779,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2012",23.096,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2011",18.405,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2011",13.888,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2011",22.978,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2010",19.459,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2010",14.727,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2010",24.223,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2009",20.036,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2009",15.8,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2009",24.338,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2008",19.421,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2008",14.517,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
